1624627

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.94
2                       9.21
4                      10.85
8                       9.89
16                      9.35
32                      9.98
64                     10.28
128                    10.89
256                    11.64
512                    12.31
1024                   13.39
2048                   17.07
4096                   22.52
8192                   30.98
16384                  49.74
32768                 117.74
65536                 185.17
131072                372.72
262144                721.10
