1631136

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.19
2                      11.20
4                      10.38
8                      10.82
16                     10.11
32                     10.25
64                     10.76
128                    10.38
256                    12.13
512                    12.15
1024                   14.12
2048                   17.97
4096                   22.49
8192                   31.56
16384                  50.95
32768                 119.38
65536                 190.33
131072                371.96
262144                727.08
