1622666

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.94
2                       9.98
4                       9.27
8                       9.89
16                      9.29
32                      9.59
64                      9.86
128                     9.66
256                    10.08
512                    11.04
1024                   12.85
2048                   18.66
4096                   22.94
8192                   31.07
16384                  50.27
32768                 115.62
65536                 188.66
131072                372.14
262144                723.56
