1622146

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.51
2                      11.27
4                       8.89
8                       9.07
16                      9.14
32                      9.39
64                      9.79
128                     9.83
256                     9.83
512                    10.76
1024                   12.85
2048                   17.19
4096                   22.20
8192                   31.20
16384                  48.74
32768                 115.49
65536                 187.60
131072                377.26
262144                724.89
