1621305

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.57
2                       9.94
4                       9.50
8                       9.36
16                      9.27
32                     10.26
64                     10.86
128                    11.38
256                    10.87
512                    11.69
1024                   13.40
2048                   17.13
4096                   22.27
8192                   31.26
16384                  49.09
32768                 115.06
65536                 188.11
131072                371.23
262144                727.96
