1620894

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.84
2                      10.85
4                       9.81
8                      10.29
16                      9.56
32                     10.13
64                     10.21
128                    10.28
256                    11.45
512                    11.88
1024                   13.31
2048                   16.86
4096                   22.35
8192                   31.33
16384                  49.88
32768                 116.92
65536                 188.57
131072                376.06
262144                718.59
