1629347

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.50
2                       9.61
4                      10.05
8                       9.98
16                      9.38
32                      9.73
64                      9.64
128                    10.42
256                    10.38
512                    10.99
1024                   13.29
2048                   16.80
4096                   21.63
8192                   31.10
16384                  50.14
32768                 117.10
65536                 188.13
131072                370.96
262144                723.64
