1625463

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.73
2                       9.88
4                      10.35
8                       8.85
16                      9.43
32                      9.79
64                     10.61
128                    10.67
256                    10.64
512                    11.40
1024                   13.32
2048                   17.55
4096                   22.00
8192                   31.53
16384                  50.54
32768                 117.13
65536                 185.82
131072                372.59
262144                724.16
