1620057

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.06
2                      10.83
4                       9.18
8                       9.39
16                     10.47
32                     10.55
64                     10.31
128                    11.47
256                    10.74
512                    11.71
1024                   13.15
2048                   17.39
4096                   21.38
8192                   31.18
16384                  49.24
32768                 115.84
65536                 188.32
131072                375.28
262144                724.58
