1626503

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.25
2                      10.09
4                       9.27
8                       9.15
16                      8.64
32                      9.66
64                     10.80
128                    10.32
256                    11.22
512                    11.94
1024                   12.80
2048                   17.27
4096                   22.52
8192                   31.93
16384                  50.02
32768                 118.22
65536                 187.10
131072                376.76
262144                730.36
