1628936

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.06
2                       9.47
4                      10.32
8                      10.10
16                      9.87
32                     10.01
64                     10.17
128                    10.16
256                    10.80
512                    12.21
1024                   12.93
2048                   16.87
4096                   21.44
8192                   31.07
16384                  49.00
32768                 117.24
65536                 187.09
131072                371.99
262144                727.50
