1632402

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.88
2                       9.64
4                       9.19
8                       9.60
16                      9.79
32                     10.38
64                     10.30
128                    10.66
256                    10.81
512                    11.83
1024                   13.25
2048                   17.93
4096                   22.95
8192                   30.62
16384                  50.28
32768                 117.48
65536                 190.94
131072                371.32
262144                725.28
