1618524

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.97
2                       9.67
4                       9.76
8                       9.17
16                      9.57
32                     10.72
64                     10.15
128                    10.40
256                    10.87
512                    12.02
1024                   13.48
2048                   17.10
4096                   22.99
8192                   30.59
16384                  48.78
32768                 115.64
65536                 193.42
131072                372.30
262144                719.83
