1623172

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.10
2                       9.71
4                       9.28
8                       9.53
16                      9.57
32                     10.55
64                     10.70
128                    10.63
256                    10.42
512                    11.58
1024                   13.57
2048                   17.03
4096                   22.30
8192                   31.70
16384                  48.76
32768                 120.74
65536                 185.94
131072                373.23
262144                731.42
