1625899

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.36
2                       9.01
4                       9.17
8                      10.30
16                     10.38
32                     10.76
64                     11.01
128                    10.94
256                    12.76
512                    12.39
1024                   13.99
2048                   17.93
4096                   21.67
8192                   31.62
16384                  49.10
32768                 115.66
65536                 189.28
131072                371.15
262144                724.70
