1619445

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.25
2                      10.14
4                       9.47
8                      10.28
16                     10.05
32                     10.49
64                     10.98
128                    10.67
256                    10.59
512                    12.41
1024                   14.36
2048                   17.01
4096                   22.08
8192                   30.83
16384                  48.82
32768                 117.14
65536                 188.77
131072                377.19
262144                721.93
