1623784

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.69
2                       9.67
4                       9.66
8                       9.83
16                      9.90
32                     11.21
64                     11.32
128                    11.30
256                    11.01
512                    11.70
1024                   13.47
2048                   17.18
4096                   21.96
8192                   31.00
16384                  49.62
32768                 114.74
65536                 186.63
131072                376.70
262144                726.10
