1620468

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.20
2                       9.41
4                       9.62
8                       9.40
16                      9.98
32                     10.24
64                     10.71
128                    10.39
256                    10.39
512                    11.37
1024                   13.21
2048                   16.52
4096                   22.12
8192                   30.81
16384                  47.89
32768                 114.52
65536                 185.14
131072                374.71
262144                719.88
