1628510

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.01
2                       9.64
4                       8.65
8                       9.31
16                      9.27
32                     10.36
64                     11.08
128                    10.77
256                    10.66
512                    10.97
1024                   13.15
2048                   17.60
4096                   22.70
8192                   31.27
16384                  48.80
32768                 117.24
65536                 188.14
131072                370.47
262144                723.70
