1235436

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.53              6.31              5.50              5.21
2                      11.40              6.29              5.51              7.30
4                      11.22              6.25              5.45              8.74
8                      11.10              6.24              5.46             10.83
16                     12.13              6.92              6.08             14.34
32                     14.45              8.52              7.57             21.79
64                     14.43              8.49              7.52             21.02
128                    24.27             12.73             11.53              0.00
256                    24.61             13.15             11.91              3.74
512                    27.49             15.00             13.67              8.59
1024                   32.39             19.03             17.44             23.34
2048                   47.20             29.06             26.93             32.62
4096                   85.40             47.13             43.94             12.90
8192                  147.12             91.20             85.49             34.58
16384                 213.28            153.09            143.78             58.14
32768                 508.60            339.77            319.73             47.20
65536                1042.47            721.55            679.53             52.77
131072               2251.52           1521.53           1433.47             49.08
262144               4921.96           3494.55           3292.76             56.65
