1233852

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.36              6.22              5.43              5.24
2                      11.41              6.18              5.38              2.64
4                      10.99              6.17              5.37             10.26
8                      11.53              7.88              6.96             47.56
16                     11.94              6.84              6.06             15.81
32                     14.38              8.49              7.58             22.28
64                     14.27              8.37              7.43             20.59
128                    24.04             12.52             11.35              0.00
256                    24.49             12.88             11.65              0.34
512                    26.61             14.71             13.44             11.47
1024                   32.80             19.75             18.10             27.94
2048                   45.96             28.28             26.19             32.49
4096                   72.85             46.06             42.93             37.59
8192                  148.17             91.19             85.47             33.33
16384                 207.08            153.25            143.97             62.61
32768                 490.75            329.50            310.07             47.99
65536                1037.71            712.39            670.86             51.51
131072               2195.30           1504.62           1417.41             51.27
262144               4848.84           3452.93           3253.44             57.09
