1244951

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.97              6.45              5.63              2.02
2                      11.57              6.35              5.55              5.99
4                      11.42              6.29              5.49              6.47
8                      11.07              6.10              5.32              6.58
16                     12.12              6.87              6.06             13.35
32                     14.49              8.56              7.66             22.54
64                     14.25              8.42              7.53             22.61
128                    24.09             12.62             11.51              0.30
256                    24.71             13.05             11.84              1.47
512                    27.10             14.84             13.51              9.27
1024                   32.83             19.37             17.79             24.30
2048                   47.56             29.28             27.04             32.39
4096                   72.16             46.47             43.34             40.72
8192                  146.28             91.74             86.03             36.60
16384                 205.82            151.36            142.20             61.70
32768                 496.55            334.04            314.33             48.30
65536                1042.11            708.35            667.06             49.97
131072               2205.67           1505.06           1417.85             50.59
262144               4737.91           3405.02           3208.28             58.45
