1259235

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.50              6.35              5.56              7.41
2                      11.41              6.32              5.53              7.84
4                      11.22              6.22              5.42              7.78
8                      11.26              6.24              5.45              7.86
16                     12.04              7.00              6.18             18.43
32                     14.68              8.59              7.62             20.10
64                     14.40              8.44              7.53             20.86
128                    24.15             13.06             11.89              6.76
256                    24.40             12.96             11.76              2.78
512                    27.10             14.90             13.58             10.14
1024                   33.89             20.13             18.52             25.64
2048                   46.46             28.78             26.68             33.75
4096                   73.20             46.07             42.96             36.86
8192                  144.58             90.96             85.24             37.09
16384                 207.71            153.76            144.44             62.65
32768                 498.23            333.53            313.88             47.53
65536                1039.83            717.39            675.62             52.28
131072               2261.61           1520.17           1432.22             48.23
262144               4830.30           3440.39           3241.75             57.12
