1238610

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.67              6.71              5.92             16.25
2                      11.57              6.47              5.67             10.06
4                      13.29              6.37              5.54              0.00
8                      11.24              6.30              5.49             10.00
16                     11.99              6.94              6.13             17.48
32                     14.59              8.39              7.47             16.96
64                     14.51              8.37              7.45             17.62
128                    24.13             12.73             11.55              1.30
256                    24.69             13.07             11.85              1.95
512                    27.04             14.89             13.59             10.59
1024                   32.85             19.80             18.20             28.28
2048                   45.91             27.64             25.60             28.65
4096                   81.43             46.07             42.93             17.63
8192                  135.91             87.03             81.45             39.99
16384                 207.65            152.75            143.49             61.74
32768                 493.68            328.80            309.35             46.70
65536                1035.28            710.15            668.66             51.38
131072               2183.15           1501.33           1414.35             51.79
262144               4772.89           3387.14           3191.43             56.58
