1237023

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.71              6.56              5.74             10.23
2                      11.71              6.43              5.58              5.47
4                      11.72              6.48              5.64              7.05
8                      11.47              6.33              5.52              7.03
16                     12.20              7.10              6.26             18.65
32                     14.74              8.63              7.68             20.35
64                     14.47              8.51              7.56             21.04
128                    24.52             12.78             11.61              0.00
256                    24.77             13.34             12.10              5.58
512                    27.59             15.23             13.87             10.92
1024                   33.35             19.45             17.87             22.18
2048                   47.18             29.95             27.76             37.94
4096                   78.83             47.41             44.19             28.90
8192                  149.56             93.59             87.71             36.19
16384                 204.98            149.92            140.82             60.90
32768                 504.52            333.00            313.35             45.26
65536                1058.99            720.09            678.15             50.03
131072               2290.01           1524.96           1436.71             46.75
262144               4794.27           3447.28           3248.17             58.53
