1251302

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.21              6.19              5.39              6.73
2                      11.30              6.26              5.44              7.40
4                      11.02              6.24              5.43             11.94
8                      10.99              6.21              5.43             11.87
16                     11.89              6.83              6.04             16.27
32                     14.55              8.43              7.50             18.39
64                     14.44              8.45              7.48             19.94
128                    24.14             12.77             11.61              2.05
256                    24.54             13.03             11.83              2.68
512                    26.88             15.01             13.69             13.33
1024                   32.90             19.13             17.55             21.58
2048                   46.30             28.02             25.96             29.56
4096                   72.51             45.95             42.79             37.92
8192                  142.71             91.49             85.70             40.24
16384                 216.01            152.06            142.86             55.24
32768                 501.66            332.59            312.98             45.98
65536                1042.28            714.11            672.48             51.20
131072               2230.75           1506.93           1419.72             49.02
262144               4663.71           3434.36           3236.08             62.01
