1241781

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.90              6.72              5.91             12.23
2                      11.81              6.55              5.75              8.42
4                      11.55              6.46              5.66             10.05
8                      11.43              6.40              5.59             10.02
16                     12.09              6.82              6.02             12.27
32                     14.64              8.61              7.66             21.29
64                     14.60              8.44              7.53             18.18
128                    24.27             12.96             11.73              3.56
256                    24.84             13.20             11.94              2.51
512                    27.30             15.03             13.70             10.44
1024                   32.33             18.93             17.38             22.87
2048                   46.26             27.92             25.82             28.97
4096                   71.42             45.86             42.78             40.24
8192                  144.93             91.14             85.38             37.00
16384                 208.04            153.41            144.12             62.09
32768                 497.67            333.96            314.27             47.91
65536                1045.53            715.91            674.22             51.11
131072               2200.36           1483.89           1398.02             48.75
262144               4724.38           3307.90           3116.87             54.55
