1227495

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.50              6.40              5.58              8.63
2                      11.32              6.30              5.52              9.06
4                      11.11              6.32              5.52             13.22
8                      11.28              6.31              5.48              9.31
16                     11.99              6.92              6.12             17.12
32                     14.58              8.64              7.69             22.83
64                     14.34              8.52              7.58             23.20
128                    24.14             13.10             11.94              7.57
256                    24.54             13.19             12.00              5.49
512                    27.47             15.09             13.75             10.03
1024                   32.83             19.28             17.69             23.44
2048                   46.35             28.35             26.24             31.40
4096                   82.84             46.90             43.76             17.88
8192                  145.64             91.81             86.06             37.45
16384                 208.31            151.63            142.43             60.20
32768                 497.11            331.72            312.16             47.02
65536                1036.82            711.49            670.03             51.45
131072               2212.27           1492.13           1405.70             48.77
262144               4701.66           3429.07           3230.97             60.61
