1230679

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.53              6.46              5.65             10.14
2                      11.78              7.27              6.39             29.24
4                      11.36              6.43              5.62             12.29
8                      11.44              6.34              5.52              7.69
16                     12.06              6.86              6.03             13.73
32                     14.62              8.48              7.55             18.73
64                     14.47              8.39              7.47             18.53
128                    25.03             12.80             11.58              0.00
256                    24.38             13.02             11.83              4.02
512                    27.06             14.91             13.57             10.43
1024                   33.16             19.30             17.73             21.83
2048                   48.03             30.62             28.43             38.77
4096                   73.89             47.07             43.89             38.89
8192                  143.76             90.67             84.97             37.52
16384                 210.89            154.43            145.08             61.08
32768                 497.07            331.20            311.66             46.78
65536                1041.95            716.50            674.76             51.77
131072               2210.35           1505.44           1418.27             50.30
262144               4682.27           3389.66           3193.81             59.53
