1229082

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.63              6.33              5.55              4.53
2                      11.66              6.30              5.51              2.67
4                      11.21              6.23              5.45              8.60
8                      11.06              6.15              5.37              8.69
16                     12.12              6.89              6.07             13.88
32                     14.61              8.63              7.67             21.97
64                     14.48              8.52              7.61             21.67
128                    24.26             12.67             11.52              0.00
256                    24.74             13.17             11.97              3.38
512                    27.45             14.85             13.54              6.97
1024                   32.64             19.23             17.66             24.07
2048                   45.97             27.94             25.79             30.10
4096                   76.09             46.73             43.55             32.60
8192                  138.16             89.31             83.68             41.62
16384                 204.75            152.44            143.19             63.47
32768                 494.37            329.23            309.79             46.69
65536                1030.95            712.12            670.60             52.46
131072               2117.38           1431.80           1348.66             49.17
262144               4260.28           3189.63           3005.42             64.38
