1257646

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.50              6.40              5.61              9.13
2                      11.38              6.25              5.46              6.04
4                      11.11              6.17              5.36              7.90
8                      11.08              6.12              5.30              6.39
16                     11.90              6.88              6.06             17.17
32                     14.60              8.71              7.78             24.28
64                     14.51              8.57              7.65             22.38
128                    24.25             12.76             11.56              0.62
256                    24.31             12.86             11.62              1.48
512                    26.76             14.83             13.52             11.80
1024                   32.00             18.75             17.13             22.64
2048                   45.75             27.76             25.73             30.09
4096                   79.62             47.07             43.90             25.84
8192                  143.94             92.21             86.39             40.13
16384                 207.75            153.79            144.47             62.65
32768                 504.88            331.00            311.07             44.10
65536                1031.21            718.50            676.56             53.78
131072               2228.04           1504.77           1417.02             48.96
262144               4791.83           3415.70           3218.22             57.24
