4109240

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.30             12.51             10.71             73.94
2                      12.29             10.06              8.58             74.01
4                      11.76              9.48              8.06             71.66
8                      12.15              9.42              8.03             65.95
16                     33.47             27.44             23.70             74.52
32                     32.10             15.49             13.29              0.00
64                     34.48             16.79             14.43              0.00
128                    24.91             14.02             12.02              9.40
256                    28.39             16.26             13.97             13.21
512                    32.81             21.39             18.45             38.12
1024                   22.62             14.99             12.88             40.77
2048                   23.78             15.64             13.43             39.42
4096                   34.24             20.60             17.75             23.13
8192                   35.98             22.75             19.61             32.49
16384                 103.94             59.09             51.21             12.41
32768                  56.75             36.29             31.39             34.84
65536                 115.43             55.50             48.06              0.00
131072                150.84             87.96             76.30             17.59
262144                382.79            207.39            179.51              2.30
