4108192

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      29.12             11.78             10.09              0.00
2                      43.83             33.65             29.08             65.00
4                      42.07             29.67             25.64             51.64
8                      17.48             12.41             10.63             52.33
16                     24.35             10.55              9.01              0.00
32                     27.55             11.52              9.85              0.00
64                     26.96             10.81              9.23              0.00
128                    28.68             18.35             15.74             34.36
256                    29.17             14.79             12.70              0.00
512                    27.37             17.50             15.09             34.56
1024                   31.39             20.46             17.62             37.98
2048                   51.30             20.65             17.78              0.00
4096                   70.22             38.32             33.15              3.78
8192                   35.91             22.77             19.63             33.08
16384                  41.16             27.14             23.43             40.17
32768                  62.87             37.66             32.55             22.54
65536                 119.37             81.20             70.42             45.80
131072                148.66             87.57             75.98             19.60
262144                496.95            201.14            174.19              0.00
