4109919

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.40             17.07             14.68             70.52
2                      12.23              9.49              8.09             66.17
4                      13.87             10.04              8.56             55.26
8                      48.78             23.53             20.28              0.00
16                     21.26             11.70             10.01              4.48
32                     35.33             25.33             21.84             54.20
64                     24.47             20.83             17.91             79.71
128                    23.94             14.47             12.41             23.67
256                    31.64             19.99             17.20             32.30
512                    25.24             15.64             13.43             28.51
1024                   22.18             14.53             12.47             38.63
2048                   23.28             15.35             13.16             39.72
4096                   30.76             18.76             16.06             25.27
8192                   37.39             22.90             19.73             26.58
16384                  44.17             27.31             23.58             28.48
32768                  58.32             36.55             31.60             31.09
65536                 177.74            126.77            110.05             53.69
131072                144.20             87.29             75.41             24.53
262144                370.25            195.80            169.96              0.00
