4110354

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.50              9.85              8.38             32.54
2                      24.84             19.93             17.16             71.43
4                      20.07              9.51              8.12              0.00
8                      26.41             19.34             16.65             57.58
16                     17.96             10.75              9.18             21.56
32                     15.55             11.16              9.55             54.07
64                     13.94             11.23              9.61             71.74
128                    24.04             13.86             11.88             14.35
256                    28.20             15.46             13.26              3.87
512                    27.09             17.50             15.05             36.23
1024                   36.76             14.84             12.73              0.00
2048                   28.48             17.02             14.61             21.51
4096                   27.80             18.45             15.87             41.06
8192                   48.55             22.80             19.66              0.00
16384                  42.92             26.92             23.24             31.14
32768                  71.12             37.16             32.13              0.00
65536                 162.62             82.87             71.87              0.00
131072                146.69             87.31             75.72             21.59
262144                421.44            273.17            237.27             37.51
