4108534

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.14              9.70              8.23             70.41
2                      12.95              9.90              8.40             63.72
4                      20.65             13.55             11.57             38.68
8                      21.98              9.73              8.26              0.00
16                     34.49             17.34             14.81              0.00
32                     70.51             23.42             20.18              0.00
64                     69.97             51.43             44.55             58.40
128                    53.97             28.98             25.02              0.13
256                    47.66             21.69             18.67              0.00
512                    43.57             26.97             23.15             28.28
1024                   24.46             14.57             12.48             20.79
2048                   45.63             21.79             18.77              0.00
4096                   30.76             18.62             16.01             24.19
8192                   47.12             27.00             23.18             13.23
16384                  41.00             26.98             23.28             39.78
32768                  56.21             36.70             31.71             38.48
65536                  86.00             54.07             46.81             31.78
131072                142.53             86.83             75.25             25.98
262144                441.90            204.96            177.83              0.00
