4107950

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.67             11.58              9.86             48.29
2                      13.80              9.73              8.26             50.77
4                      11.96              9.61              8.15             71.15
8                      22.26             15.90             13.61             53.21
16                     13.53             10.94              9.30             72.14
32                     13.94             10.98              9.35             68.37
64                     14.65             11.32              9.63             65.46
128                    22.57             14.51             12.40             34.95
256                    40.04             16.30             14.01              0.00
512                    50.79             20.51             17.60              0.00
1024                   31.54             14.74             12.61              0.00
2048                   32.73             16.10             13.80              0.00
4096                   81.50             46.75             40.47             14.14
8192                   57.56             37.02             32.02             35.85
16384                  40.87             27.10             23.41             41.16
32768                 152.30             78.67             68.20              0.00
65536                  85.14             53.46             46.29             31.57
131072                207.80            108.07             93.80              0.00
262144                438.42            243.68            211.62              7.98
