4109576

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.41             16.09             13.82             83.18
2                      12.03              9.57              8.16             69.92
4                      13.21              9.89              8.44             60.63
8                      21.86             10.41              8.88              0.00
16                     19.08             10.77              9.20              9.68
32                     25.86             14.29             12.27              5.67
64                     20.22             12.24             10.49             23.94
128                    24.76             15.86             13.62             34.71
256                    32.46             21.33             18.33             39.33
512                    34.71             22.40             19.32             36.30
1024                   22.52             14.96             12.84             41.10
2048                   26.54             17.89             15.38             43.71
4096                   40.69             23.20             20.00             12.52
8192                   44.02             26.01             22.40             19.58
16384                  69.71             26.90             23.22              0.00
32768                  62.92             36.45             31.53             16.06
65536                  85.72             53.61             46.47             30.90
131072                252.52             99.84             86.67              0.00
262144                506.55            217.02            188.60              0.00
