4108308

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.22             10.73              9.14             72.70
2                      12.85              9.53              8.10             58.94
4                      23.28             15.56             13.33             42.00
8                      14.17              9.10              7.74             34.63
16                     13.36             10.68              9.12             70.58
32                     13.69             11.00              9.38             71.32
64                     15.23             11.68              9.98             64.43
128                    28.64             15.91             13.67              6.91
256                    45.64             19.86             17.10              0.00
512                    24.23             14.84             12.73             26.28
1024                   25.90             15.60             13.38             23.04
2048                   56.05             16.77             14.40              0.00
4096                   90.80             51.12             44.27             10.37
8192                   71.97             36.40             31.48              0.00
16384                  88.67             34.19             29.55              0.00
32768                 132.46             80.47             69.78             25.49
65536                  85.90             54.36             47.09             33.02
131072                152.78             87.62             76.00             14.26
262144                408.78            230.61            200.21             11.01
