4109351

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.32             10.19              8.70             52.58
2                      21.85             14.45             12.40             40.32
4                      21.49             15.60             13.39             56.01
8                      13.43             10.98              9.39             73.89
16                     13.74             11.01              9.41             70.95
32                     16.55             10.76              9.20             37.02
64                     19.24             13.32             11.42             48.17
128                    32.88             15.53             13.34              0.00
256                    22.31             14.24             12.22             34.01
512                    22.68             15.21             13.06             42.74
1024                   49.64             24.52             21.15              0.00
2048                   30.29             18.84             16.24             29.50
4096                   36.96             21.89             18.85             20.11
8192                   42.87             26.15             22.59             25.96
16384                  44.51             27.23             23.53             26.55
32768                  65.83             40.41             35.03             27.44
65536                 114.44             68.99             59.87             24.09
131072                190.68            126.95            110.36             42.24
262144                500.14            241.18            209.53              0.00
