4109465

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.44             11.69              9.99             12.46
2                      27.78             12.65             10.83              0.00
4                      20.94             10.39              8.86              0.00
8                      14.85              9.55              8.15             34.95
16                     17.72             12.35             10.58             49.32
32                     19.22             15.54             13.35             72.40
64                     34.63             20.28             17.47             17.83
128                    26.71             15.90             13.66             20.87
256                    25.44             15.99             13.73             31.19
512                    29.07             17.27             14.84             20.50
1024                   26.30             16.17             13.87             26.95
2048                   41.32             22.55             19.45              3.45
4096                   41.06             24.95             21.51             25.10
8192                   42.53             24.01             20.65             10.32
16384                  99.99             46.90             40.61              0.00
32768                  56.77             36.31             31.41             34.88
65536                  86.09             53.46             46.32             29.56
131072                142.74             88.52             76.92             29.51
262144                404.12            202.14            175.86              0.00
