4107833

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.02             11.09              9.42             68.82
2                      13.63             11.15              9.48             73.90
4                      12.11              9.55              8.09             68.42
8                      18.15              9.87              8.37              1.11
16                     24.40             17.57             15.03             54.57
32                     13.77             10.80              9.18             67.56
64                     23.46             16.06             13.75             46.17
128                    24.25             14.08             12.03             15.40
256                    22.35             14.43             12.33             35.76
512                    24.37             14.32             12.23             17.77
1024                   32.99             14.55             12.43              0.00
2048                   33.93             17.80             15.29              0.00
4096                   47.80             22.44             19.31              0.00
8192                   52.27             29.37             25.32              9.59
16384                  41.94             28.73             24.77             46.66
32768                  61.15             36.14             31.20             19.86
65536                 136.02             68.87             59.60              0.00
131072                141.08             86.69             75.05             27.54
262144                558.69            249.05            215.97              0.00
