4108761

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.38             12.31             10.50             80.30
2                      11.52              9.34              7.92             72.47
4                      23.53             11.35              9.66              0.00
8                      31.01             12.80             10.93              0.00
16                     14.93             10.64              9.05             52.68
32                     14.45             11.22              9.55             66.18
64                     15.67             13.07             11.17             76.73
128                    29.33             15.59             13.36              0.00
256                    24.33             14.19             12.15             16.48
512                    67.93             29.01             25.01              0.00
1024                   63.37             25.02             21.57              0.00
2048                   39.21             19.05             16.40              0.00
4096                   42.18             25.44             21.95             23.71
8192                   69.19             29.14             25.16              0.00
16384                  46.81             28.93             24.97             28.40
32768                  56.62             36.16             31.25             34.53
65536                  84.19             53.20             46.07             32.71
131072                172.91             87.67             76.13              0.00
262144                369.41            199.01            172.73              1.35
