4110700

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.98              9.63              8.22             71.47
2                      18.58             16.28             13.97             83.51
4                      15.53             12.88             11.03             76.01
8                      11.99              9.54              8.13             69.86
16                     17.06             11.30              9.67             40.49
32                     13.83             11.08              9.47             70.91
64                     20.70             15.01             12.89             55.89
128                    21.28             14.04             12.05             39.96
256                    23.31             14.04             12.06             23.19
512                    22.42             14.61             12.53             37.67
1024                   22.82             14.86             12.76             37.66
2048                   26.19             15.98             13.73             25.66
4096                   29.42             18.61             16.00             32.47
8192                   44.90             23.27             20.07              0.00
16384                  58.72             31.65             27.36              1.07
32768                  56.28             36.33             31.42             36.52
65536                  87.02             53.84             46.66             28.90
131072                162.91             89.75             77.88              6.06
262144                392.64            232.87            202.58             21.13
