4108418

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.87             17.75             15.15             79.35
2                      28.89             11.72              9.98              0.00
4                      23.45              9.83              8.39              0.00
8                      19.52             10.17              8.68              0.00
16                     27.28             14.12             12.12              0.00
32                     37.71             15.22             13.07              0.00
64                     44.13             34.10             29.51             66.00
128                    38.56             19.02             16.38              0.00
256                    43.34             29.35             25.36             44.83
512                    66.50             38.94             33.70             18.21
1024                   60.29             30.89             26.71              0.00
2048                   30.89             17.01             14.63              5.13
4096                  100.97             65.76             56.96             38.18
8192                   50.41             30.08             25.99             21.76
16384                  41.41             27.42             23.69             40.96
32768                 256.66            126.58            109.86              0.00
65536                 259.53            141.73            123.00              4.23
131072                156.32             99.49             86.29             34.15
262144                375.63            232.97            202.55             29.57
