4110585

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      33.84             13.82             11.85              0.00
2                      12.69             10.26              8.75             72.22
4                      13.88             10.83              9.24             67.01
8                      12.68              9.51              8.10             60.87
16                     14.63             11.14              9.52             63.29
32                     14.65             11.51              9.85             68.17
64                     26.21             19.91             17.14             63.22
128                    29.79             14.72             12.61              0.00
256                    24.98             15.86             13.62             33.09
512                    23.33             14.07             12.07             23.22
1024                   22.41             14.55             12.47             37.01
2048                   62.51             21.82             18.81              0.00
4096                   43.62             27.61             23.84             32.83
8192                   47.22             26.81             23.14             11.77
16384                  57.68             34.74             30.04             23.66
32768                  55.77             35.92             31.05             36.07
65536                 105.04             63.50             55.02             24.49
131072                165.15             96.12             83.37             17.20
262144                418.30            221.87            192.58              0.00
