
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.84
2                       4.05
4                       4.07
8                       4.04
16                      4.04
32                      4.06
64                      4.07
128                     4.22
256                     6.22
512                     6.31
1024                    6.49
2048                    6.80
4096                    7.05
8192                    6.47
16384                   8.46
32768                  15.70
65536                  27.98
131072                 41.97
262144                 70.12
