
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.19
2                       4.11
4                       4.09
8                       4.10
16                      4.08
32                      4.11
64                      4.09
128                     4.26
256                     6.25
512                     6.32
1024                    6.53
2048                    6.81
4096                    7.10
8192                    6.50
16384                   8.46
32768                  15.70
65536                  27.91
131072                 41.95
262144                 70.08
