
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.87
2                       4.05
4                       4.07
8                       4.04
16                      4.05
32                      4.06
64                      4.07
128                     4.22
256                     6.23
512                     6.30
1024                    6.48
2048                    6.79
4096                    7.05
8192                    6.45
16384                   8.43
32768                  15.64
65536                  27.93
131072                 42.02
262144                 70.26
