
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.13
2                       4.06
4                       4.08
8                       4.06
16                      4.05
32                      4.06
64                      4.05
128                     4.21
256                     6.22
512                     6.30
1024                    6.46
2048                    6.79
4096                    7.04
8192                    6.47
16384                   8.45
32768                  15.67
65536                  27.89
131072                 41.95
262144                 70.15
