
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.15
2                       4.09
4                       4.09
8                       4.04
16                      4.05
32                      4.05
64                      4.11
128                     4.23
256                     6.23
512                     6.30
1024                    6.48
2048                    6.80
4096                    7.03
8192                    6.45
16384                   8.43
32768                  15.67
65536                  27.94
131072                 41.97
262144                 70.23
