
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.30
2                       4.06
4                       4.08
8                       4.04
16                      4.04
32                      4.05
64                      4.07
128                     4.20
256                     6.22
512                     6.31
1024                    6.46
2048                    6.81
4096                    7.04
8192                    6.46
16384                   8.43
32768                  15.64
65536                  27.91
131072                 41.94
262144                 70.21
