
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.19
2                       4.09
4                       4.10
8                       4.08
16                      4.07
32                      4.08
64                      4.10
128                     4.24
256                     6.23
512                     6.32
1024                    6.47
2048                    6.80
4096                    7.08
8192                    6.53
16384                   8.44
32768                  15.65
65536                  27.90
131072                 41.95
262144                 70.10
