
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.16
2                       4.05
4                       4.05
8                       4.03
16                      4.08
32                      4.05
64                      4.10
128                     4.21
256                     6.23
512                     6.30
1024                    6.48
2048                    6.80
4096                    7.05
8192                    6.46
16384                   8.48
32768                  15.66
65536                  27.92
131072                 41.97
262144                 70.26
