
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.15
2                       4.13
4                       4.06
8                       4.04
16                      4.05
32                      4.04
64                      4.06
128                     4.23
256                     6.21
512                     6.30
1024                    6.46
2048                    6.78
4096                    7.03
8192                    6.46
16384                   8.43
32768                  15.66
65536                  27.96
131072                 41.96
262144                 70.04
