
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.91
2                       4.06
4                       4.06
8                       4.05
16                      4.07
32                      4.07
64                      4.05
128                     4.21
256                     6.27
512                     6.34
1024                    6.52
2048                    6.82
4096                    7.06
8192                    6.46
16384                   8.42
32768                  15.65
65536                  27.90
131072                 41.97
262144                 70.11
