
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.17
2                       4.10
4                       4.08
8                       4.07
16                      4.07
32                      4.06
64                      4.09
128                     4.24
256                     6.27
512                     6.30
1024                    6.50
2048                    6.85
4096                    7.09
8192                    6.48
16384                   8.45
32768                  15.66
65536                  27.91
131072                 41.91
262144                 70.11
