
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.15
2                       4.08
4                       4.07
8                       4.06
16                      4.06
32                      4.06
64                      4.10
128                     4.23
256                     6.23
512                     6.30
1024                    6.45
2048                    6.79
4096                    7.05
8192                    6.47
16384                   8.44
32768                  15.63
65536                  27.94
131072                 41.94
262144                 70.27
