
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.16
2                       4.08
4                       4.07
8                       4.06
16                      4.08
32                      4.07
64                      4.09
128                     4.23
256                     6.30
512                     6.37
1024                    6.54
2048                    6.84
4096                    7.10
8192                    6.50
16384                   8.50
32768                  15.71
65536                  27.95
131072                 42.04
262144                 70.29
