
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.16
2                       4.09
4                       4.12
8                       4.06
16                      4.05
32                      4.07
64                      4.07
128                     4.22
256                     6.23
512                     6.30
1024                    6.48
2048                    6.83
4096                    7.07
8192                    6.46
16384                   8.44
32768                  15.65
65536                  27.90
131072                 41.96
262144                 70.04
