
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.16
2                       4.08
4                       4.08
8                       4.08
16                      4.06
32                      4.06
64                      4.07
128                     4.22
256                     6.23
512                     6.30
1024                    6.48
2048                    6.80
4096                    7.06
8192                    6.47
16384                   8.43
32768                  15.64
65536                  27.90
131072                 41.95
262144                 70.21
