
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.12
2                       4.07
4                       4.09
8                       4.04
16                      4.04
32                      4.05
64                      4.05
128                     4.23
256                     6.24
512                     6.31
1024                    6.45
2048                    6.80
4096                    7.05
8192                    6.46
16384                   8.44
32768                  15.64
65536                  27.91
131072                 41.94
262144                 70.24
