3248165

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     222.81            160.16            150.64             58.41
2                     221.88            168.94            158.91             66.68
4                     219.68            158.99            149.52             59.41
8                     174.07            122.18            114.82             54.82
16                    317.77            190.80            179.51             29.27
32                    300.10            191.09            179.80             39.38
64                    324.88            161.18            151.61              0.00
128                   275.65            204.56            192.46             63.06
256                   187.01            133.58            125.59             57.46
512                   175.75            122.68            115.30             53.98
1024                  164.66            123.78            116.36             64.87
2048                  142.28            117.86            110.75             77.95
4096                  170.95            128.71            120.98             65.08
8192                  213.41            117.65            110.57             13.40
16384                 404.78            175.55            165.16              0.00
32768                 610.03            306.89            289.01              0.00
65536                 651.75            250.69            235.93              0.00
131072                884.72            429.87            404.92              0.00
262144               1070.28            571.83            538.82              7.49
