3245957

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     158.07            116.64            109.60             62.20
2                     225.46            198.12            186.41             85.34
4                      87.50             69.43             65.09             72.24
8                     195.13            133.84            125.80             51.28
16                    137.15             84.24             79.01             33.03
32                    183.95            122.18            114.79             46.19
64                    210.85            157.82            148.39             64.26
128                   217.39            144.76            136.06             46.62
256                   293.67            166.32            156.39             18.57
512                   244.73            173.10            162.79             56.00
1024                  185.41            132.04            124.08             56.98
2048                  166.92            130.70            122.82             70.50
4096                  266.65            175.77            165.31             45.03
8192                  369.75            250.10            235.37             49.16
16384                 240.45            119.03            111.81              0.00
32768                 626.84            310.85            292.54              0.00
65536                 650.58            258.86            243.61              0.00
131072                903.19            496.26            467.35             12.93
262144               1266.35            615.68            579.96              0.00
